13	-0.406325502
11	-0.389078199
11	-0.123546712
12	-0.051960165
14	0.199731616
16	1.291600888
14	-0.232135172
15	-0.190350469
15	-0.156895699
11	-0.157922029
12	-0.111016928
18	-0.526451175
16	-0.194523313
16	-0.13860406
16	-0.123843808
17	-0.159434516
18	-0.123929335
28	1.205301354
25	1.180795465
27	1.461400054
27	1.455570677
29	1.455566176
30	1.455566176
26	-0.742554499
25	-0.742192132
26	-0.7416272
27	-0.741505661
29	-0.74144039
30	-0.741645206
21	-0.732970914
15	-0.691341511
18	-0.68593302
16	-0.72792929
14	-0.727918037
17	-0.727846014
8	-0.74367536
8	-0.743414276
8	-0.742730055
8	-0.730684177
10	-0.722822396
9	-0.716112986
26	1.447148466
17	0.751341454
20	0.776569826
18	0.559053048
13	0.517887295
14	0.533532081
27	2.938840959
28	2.889439805
29	2.639649886
30	2.764873451
32	2.295367796
32	2.386684195
26	-0.717330628
25	-0.716637405
24	-0.731555208
24	-0.732374471
20	-0.721604754
23	-0.72631327
15	0.185950429
21	2.49233996
21	1.915987907
22	1.915987907
28	2.182415182
30	1.163642692
21	-0.602329854
22	-0.49372564
22	-0.479339008
22	0.113369062
21	0.268356209
21	0.459933387
19	-0.29052572
20	-0.288959216
19	-0.358146491
17	-0.357799879
17	-0.361628361
18	-0.47254182
23	-0.215040918
18	-0.205799443
19	-0.168984341
18	-0.147539437
14	-0.141665045
16	-0.139155487
19	-0.654762735
21	-0.64648682
20	-0.629727925
21	-0.628766866
20	-0.61952539
22	-0.608532851
36	-0.748379374
36	-0.748368121
37	-0.748392879
37	-0.748363619
37	-0.748291596
37	-0.748332109
27	-0.741773497
25	-0.745059555
27	-0.746083635
26	-0.745732522
28	-0.745795542
27	-0.744595906
8	-0.712439804
8	-0.710918314
12	-0.072702843
11	-0.169189157
15	-0.614344222
15	-0.577981515
